outcome,SigResp,SigStim,N1RespAvg,N1RespSDV,N2RespAvg,N2RespSDV,P2RespAvg,P2RespSDV,N1StimAvg,N1StimSDV,N2StimAvg,N2StimSDV,P2StimAvg,P2StimSDV
0.0,0.4665178055268749,0.15077145724556376,-0.36808952507568066,-0.5953709435358613,-0.3736681119913562,-0.6446350087873155,-0.4028458042069434,-0.38187554747066016,-0.2440889220294121,-0.258783409628471,-0.7052036528848636,-0.6931350837660819,-0.5594659899008045,-0.5788556330682115
0.0,0.5642609198348928,1.3745985819376927,0.7405719774417182,0.569039616588101,1.4054480358214616,1.1157799987110868,0.6683875081491089,0.38163750309767563,1.3766199942607786,1.5373899611233552,2.434947890721674,3.063604006035989,0.6747312448114227,0.2282711514269933
0.0,0.5642609198348935,1.2318187507236114,0.323892202944232,0.31578645284571605,0.32059778058076194,0.3883858833787342,0.23718228791946,-0.026599091332855644,0.5418298967811361,0.34429071696592156,0.27730792851533764,-0.1938494747616626,0.6034692696326331,0.07534699157621955
0.0,-1.292858252017448,0.2323599322250395,-0.6292542107768777,-0.8060066234013478,-0.34552150481997124,-0.6798188060327767,-0.4884845825700027,-0.64044578316446,-0.0026473714184535317,-0.07705795387641153,-0.5882012513134791,-0.3957772465924674,0.5581266679587109,0.4187049463755671
0.0,0.06600943470377686,0.3861228273786658,0.044383715858774084,0.0714329385351973,0.2072789719517075,0.22055068049230134,0.17794709617321686,0.4090240760546895,0.5647090959714779,0.6690406038830167,0.47044889091937214,0.6944952987455907,0.5436705727795131,0.7201462294289442
0.0,-0.05477880411588748,-0.05319973020312376,-0.6187677658543621,-0.6913351163920216,-0.1720215072265964,-0.210639636680828,0.17496650026395247,-0.0610068314949062,0.0414455381747765,0.0924896083941444,0.12864580233652345,0.253246306409058,-0.39352323597732053,-0.41707760563359464
0.0,-1.292858252017448,-1.1954383799157764,-0.9026272109600917,-0.8368491008958309,-0.8315055142150811,-0.8326672429421594,-1.0257714300863081,-0.7571631285979762,-0.9021106801901928,-0.7483330357063723,-0.8948955333027847,-0.7373516561321345,-1.0600250791816943,-0.7050932814856411
0.0,-1.292858252017448,-0.7670988862735316,-0.9802027028575093,-0.8670684174378127,-0.9361390355927167,-0.8981227671776244,-0.8021997327907383,-0.6125949468954746,-0.7285583916178454,-0.7333549277311177,-0.5113234140530245,-0.6015941355064133,-0.671114227343602,-0.6060727800833533
0.0,0.6571168784275099,0.6982730656604634,0.30871427070422364,0.269964402733255,0.7895476150918174,0.8725610663773081,1.1108374900444722,0.9892330427670658,0.16691303794188408,0.07992887258196031,0.6811913320759375,2.199774352409078,0.3096057368190164,0.1377550189130647
1.0,-0.7165109228218943,-0.8282902425081381,0.6487247911243653,1.8895083749394634,-0.2956874892061326,0.05802331715168324,-0.5633868898574772,-0.02899723235010798,-0.07082481132563677,0.7529918583281189,-0.061968494485455064,0.4186176565614434,-0.5361080677899259,-0.12935575135501032
0.0,0.9356847542053616,1.3011689544561649,0.10728246527206922,-0.13623918330828205,0.07319075260974216,-0.29522762701405186,-0.3930626923751568,-0.43236278728661914,0.520557711686117,0.29950753999269963,0.0797093977694658,-0.40491918369726043,0.2561788618936005,-0.2172417478014329
